master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0605,vocab,приме́р,пример,例,名詞,男性,,,,,,62候補,語彙,説明,1,пример,2,noun,ru→ja / ja→ru候補,приме́р,例,"答え：例
品詞：名詞
性：男性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0606,vocab,зада́ча,задача,課題・問題,名詞,女性,,,,,,62候補,語彙,学習,1,задача,2,noun,ru→ja / ja→ru候補,зада́ча,課題・問題,"答え：課題・問題
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0607,vocab,спо́соб,способ,方法,名詞,男性,,,,,,62候補,語彙,方法,1,способ,2,noun,ru→ja / ja→ru候補,спо́соб,方法,"答え：方法
品詞：名詞
性：男性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0608,vocab,сре́дство,средство,手段,名詞,中性,,,,,,62候補,語彙,方法,1,средство,2,noun,ru→ja / ja→ru候補,сре́дство,手段,"答え：手段
品詞：名詞
性：中性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0609,vocab,вы́бор,выбор,選択,名詞,男性,,,,,,62候補,語彙,選択,1,выбор,2,noun,ru→ja / ja→ru候補,вы́бор,選択,"答え：選択
品詞：名詞
性：男性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0610,vocab,возможность,возможность,可能性,名詞,女性,,,,,,62候補,語彙,可能性,1,возможность,2,noun,ru→ja / ja→ru候補,возможность,可能性,"答え：可能性
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0611,vocab,необходи́мость,необходимость,必要性,名詞,女性,,,,,,62候補,語彙,必要性,1,необходимость,2,noun,ru→ja / ja→ru候補,необходи́мость,必要性,"答え：必要性
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0612,vocab,привы́чка,привычка,習慣,名詞,女性,,,,,,62候補,語彙,習慣,1,привычка,2,noun,ru→ja / ja→ru候補,привы́чка,習慣,"答え：習慣
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0613,vocab,опыт,опыт,経験,名詞,男性,,,,,,84候補,和文露訳,旅行経験,1,опыт,2,noun,ru→ja / ja→ru候補,опыт,経験,"答え：経験
品詞：名詞
性：男性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0614,vocab,впечатле́ние,впечатление,印象,名詞,中性,,,,,,84候補,和文露訳,旅行,1,впечатление,2,noun,ru→ja / ja→ru候補,впечатле́ние,印象,"答え：印象
品詞：名詞
性：中性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0615,vocab,отношение,отношение,態度・関係,名詞,中性,,,,,,84,74,文法I/和文露訳,観光客への接し方,1,отношение,2,noun,ru→ja / ja→ru候補,отношение,態度・関係,"答え：態度・関係
品詞：名詞
性：中性
出典候補：第84;74
状態：校正用・未確認",russian2,v04,校正用,noun,84,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0616,vocab,доброта́,доброта,親切さ,名詞,女性,,,,,,76候補,和文露訳,子どもの優しさ,1,доброта,2,noun,ru→ja / ja→ru候補,доброта́,親切さ,"答え：親切さ
品詞：名詞
性：女性
出典候補：第76候補
状態：校正用・未確認",russian2,v04,校正用,noun,76候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0617,vocab,поведе́ние,поведение,行動,名詞,中性,,,,,,76候補,和文露訳,優しい行動,1,поведение,2,noun,ru→ja / ja→ru候補,поведе́ние,行動,"答え：行動
品詞：名詞
性：中性
出典候補：第76候補
状態：校正用・未確認",russian2,v04,校正用,noun,76候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0618,vocab,бра́т,брат,兄弟,名詞,男性,,,,,,76,和文露訳,兄弟,1,брат,2,noun,ru→ja / ja→ru候補,бра́т,兄弟,"答え：兄弟
品詞：名詞
性：男性
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,noun,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0619,vocab,соба́ка,собака,犬,名詞,女性,,,,,,76,和文露訳,愛犬,1,собака,2,noun,ru→ja / ja→ru候補,соба́ка,犬,"答え：犬
品詞：名詞
性：女性
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,noun,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0620,vocab,прогу́лка,прогулка,散歩,名詞,女性,,,,,,76,和文露訳,愛犬との散歩,1,прогулка,2,noun,ru→ja / ja→ru候補,прогу́лка,散歩,"答え：散歩
品詞：名詞
性：女性
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,noun,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0621,vocab,чу́вство,чувство,感情・気持ち,名詞,中性,,,,,,76,和文露訳,温かい気持ち,1,чувство,2,noun,ru→ja / ja→ru候補,чу́вство,感情・気持ち,"答え：感情・気持ち
品詞：名詞
性：中性
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,noun,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0622,vocab,теплота́,теплота,温かさ,名詞,女性,,,,,,76候補,和文露訳,温かい気持ち,1,теплота,2,noun,ru→ja / ja→ru候補,теплота́,温かさ,"答え：温かさ
品詞：名詞
性：女性
出典候補：第76候補
状態：校正用・未確認",russian2,v04,校正用,noun,76候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0623,vocab,ба́бушка,бабушка,祖母,名詞,女性,,,,,,62候補,和文露訳,孫,1,бабушка,2,noun,ru→ja / ja→ru候補,ба́бушка,祖母,"答え：祖母
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0624,vocab,по́езд,поезд,列車,名詞,男性,,,,,,62,和文露訳,普通列車,1,поезд,2,noun,ru→ja / ja→ru候補,по́езд,列車,"答え：列車
品詞：名詞
性：男性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0625,vocab,путеше́ствие,путешествие,旅行,名詞,中性,,,,,,62,84,和文露訳,旅行,1,путешествие,2,noun,ru→ja / ja→ru候補,путеше́ствие,旅行,"答え：旅行
品詞：名詞
性：中性
出典候補：第62;84
状態：校正用・未確認",russian2,v04,校正用,noun,62,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0626,vocab,кни́га,книга,本,名詞,女性,,,,,,70,口頭作文,本について,1,книга,2,noun,ru→ja / ja→ru候補,кни́га,本,"答え：本
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0627,vocab,друг,друг,友人,名詞,男性,,,,,,62,和文露訳,友人との遊び,1,друг,2,noun,ru→ja / ja→ru候補,друг,友人,"答え：友人
品詞：名詞
性：男性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0628,vocab,игра́,игра,遊び・ゲーム,名詞,女性,,,,,,62候補,和文露訳,遊び,1,игра,2,noun,ru→ja / ja→ru候補,игра́,遊び・ゲーム,"答え：遊び・ゲーム
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0629,vocab,свобо́да,свобода,自由,名詞,女性,,,,,,62,和文露訳,自由に生活,1,свобода,2,noun,ru→ja / ja→ru候補,свобо́да,自由,"答え：自由
品詞：名詞
性：女性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0630,vocab,иностра́нный язы́к,иностранныи язык,外国語,名詞句,男性,,,,,,74,口頭作文,外国語と私,1,иностранныи язык,2,noun,ru→ja / ja→ru候補,иностра́нный язы́к,外国語,"答え：外国語
品詞：名詞句
性：男性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
